student_id,age,gender,category,state,preferred_stream,entrance_exam,entrance_score,board_percentage,extracurricular_score,admission_probability,admission_status,scholarship_eligibility,Unique_ID,performance_tier
2495.0,18,other,st,nagaland,agriculture,cet,61,55.93,7,0.211,rejected,no,2495,Below Average (<60%)
2496.0,17,female,sc,arunachal pradesh,architecture,cet,96,90.54,9,0.522,rejected,no,2496,Elite (90%+)
2497.0,20,other,ews,chhattisgarh,nursing,cet,136,58.17,3,0.205,rejected,no,2497,Below Average (<60%)
2498.0,20,male,general,sikkim,computer applications,none,0,86.73,2,0.303,rejected,no,2498,High (75-90%)
2499.0,17,other,ews,uttar pradesh,law,none,0,92.61,10,0.49,admitted,yes,2499,Elite (90%+)
2500.0,20,female,general,telangana,nursing,none,0,56.87,6,0.158,rejected,no,2500,Below Average (<60%)
2501.0,19,other,sc,rajasthan,law,none,0,51.23,8,0.154,rejected,no,2501,Below Average (<60%)
2502.0,17,female,obc,bihar,medical,neet,574,88.13,7,0.7310099999999984,admitted,yes,2502,High (75-90%)
2503.0,20,female,st,himachal pradesh,medical,neet,590,78.57,10,0.7310099999999984,admitted,yes,2503,High (75-90%)
2504.0,17,female,general,tamil nadu,management,cet,158,67.41,9,0.396,rejected,no,2504,Average (60-75%)
2505.0,17,female,obc,odisha,medical,neet,400,69.3,5,0.5,admitted,no,2505,Average (60-75%)
2506.0,17,other,obc,sikkim,agriculture,none,0,54.52,4,0.105,rejected,no,2506,Below Average (<60%)
2507.0,18,other,ews,karnataka,nursing,cet,156,87.82,6,0.488,admitted,yes,2507,High (75-90%)
2508.0,19,male,sc,meghalaya,engineering,jee,95,94.98,2,0.426,admitted,yes,2508,Elite (90%+)
2509.0,18,female,general,punjab,science,none,0,58.54,0,0.062,rejected,no,2509,Below Average (<60%)
2510.0,17,male,st,rajasthan,science,none,0,77.69,1,0.219,rejected,no,2510,High (75-90%)
2511.0,17,male,obc,odisha,management,none,0,88.17,9,0.44,rejected,no,2511,High (75-90%)
2512.0,20,other,obc,arunachal pradesh,science,none,0,65.9,8,0.26,rejected,no,2512,Average (60-75%)
2513.0,20,other,sc,goa,management,none,0,97.2,1,0.36,admitted,yes,2513,Elite (90%+)
2514.0,20,other,st,madhya pradesh,agriculture,cet,43,64.91,10,0.318,rejected,no,2514,Average (60-75%)
2515.0,17,female,ews,odisha,architecture,cet,72,98.93,2,0.44,admitted,yes,2515,Elite (90%+)
2516.0,20,female,general,uttar pradesh,nursing,none,0,55.35,4,0.111,rejected,no,2516,Below Average (<60%)
2517.0,19,other,ews,haryana,law,none,0,52.8,4,0.093,rejected,no,2517,Below Average (<60%)
2518.0,19,male,ews,rajasthan,agriculture,cet,79,74.45,3,0.285,admitted,no,2518,Average (60-75%)
2519.0,17,male,obc,nagaland,computer applications,cet,103,51.16,0,0.077,rejected,no,2519,Below Average (<60%)
2520.0,20,female,sc,gujarat,law,cet,182,89.64,2,0.446,admitted,yes,2520,High (75-90%)
2521.0,18,female,obc,chhattisgarh,commerce,cet,110,86.37,6,0.447,admitted,yes,2521,High (75-90%)
2522.0,17,female,sc,mizoram,management,cet,176,50.49,10,0.303,admitted,yes,2522,Below Average (<60%)
2523.0,17,male,st,himachal pradesh,computer applications,none,0,54.47,4,0.105,rejected,no,2523,Below Average (<60%)
2524.0,18,female,st,goa,medical,neet,589,72.88,4,0.635,admitted,no,2524,Average (60-75%)
2525.0,17,other,sc,goa,commerce,none,0,98.59,10,0.534,admitted,yes,2525,Elite (90%+)
2526.0,18,male,sc,goa,nursing,none,0,91.32,8,0.445,rejected,no,2526,Elite (90%+)
2527.0,18,female,sc,assam,medical,neet,103,67.95,9,0.363,rejected,no,2527,Average (60-75%)
2528.0,20,male,sc,chhattisgarh,nursing,cet,191,65.68,6,0.351,rejected,no,2528,Average (60-75%)
2529.0,17,male,general,uttar pradesh,medical,neet,205,86.43,5,0.493,admitted,yes,2529,High (75-90%)
2530.0,19,female,obc,chhattisgarh,architecture,cet,40,65.21,5,0.228,rejected,no,2530,Average (60-75%)
2531.0,20,female,st,karnataka,commerce,cet,13,85.15,1,0.282,rejected,no,2531,High (75-90%)
2532.0,20,female,ews,madhya pradesh,medical,neet,634,52.1,3,0.517,admitted,no,2532,Below Average (<60%)
2533.0,20,male,ews,odisha,science,none,0,91.24,4,0.372,rejected,no,2533,Elite (90%+)
2534.0,17,female,ews,himachal pradesh,nursing,cet,37,59.26,8,0.237,rejected,no,2534,Below Average (<60%)
2535.0,20,male,st,sikkim,commerce,none,0,68.17,7,0.259,rejected,no,2535,Average (60-75%)
2536.0,20,female,sc,rajasthan,agriculture,cet,115,85.7,4,0.409,rejected,no,2536,High (75-90%)
2537.0,18,other,st,maharashtra,architecture,cet,60,60.93,7,0.246,rejected,no,2537,Average (60-75%)
2538.0,18,female,ews,telangana,nursing,cet,71,99.53,1,0.428,admitted,yes,2538,Elite (90%+)
2539.0,19,other,obc,jharkhand,law,none,0,67.19,1,0.143,rejected,no,2539,Average (60-75%)
2540.0,18,female,general,madhya pradesh,pharmacy,none,0,78.19,4,0.277,rejected,no,2540,High (75-90%)
2541.0,18,other,obc,meghalaya,engineering,jee,170,92.99,2,0.462,rejected,no,2541,Elite (90%+)
2542.0,20,other,sc,chhattisgarh,arts,none,0,98.67,9,0.516,admitted,yes,2542,Elite (90%+)
2543.0,20,other,st,assam,architecture,none,0,95.22,2,0.364,rejected,no,2543,Elite (90%+)
2544.0,18,female,sc,uttar pradesh,arts,none,0,95.65,5,0.422,rejected,no,2544,Elite (90%+)
2545.0,20,male,ews,arunachal pradesh,science,cet,37,86.37,7,0.416,rejected,no,2545,High (75-90%)
2546.0,18,female,obc,arunachal pradesh,law,cet,84,55.05,9,0.256,rejected,no,2546,Below Average (<60%)
2547.0,20,other,sc,assam,nursing,cet,131,62.09,0,0.176,rejected,no,2547,Average (60-75%)
2548.0,19,female,ews,manipur,agriculture,cet,102,83.81,4,0.386,rejected,no,2548,High (75-90%)
2549.0,18,other,general,gujarat,arts,none,0,82.67,0,0.237,rejected,no,2549,High (75-90%)
2550.0,17,other,ews,goa,medical,neet,488,81.75,0,0.559,admitted,no,2550,High (75-90%)
2551.0,19,other,general,tamil nadu,engineering,cet,191,56.27,3,0.228,rejected,no,2551,Below Average (<60%)
2552.0,18,female,ews,tripura,architecture,none,0,63.0,5,0.185,rejected,no,2552,Average (60-75%)
2553.0,17,male,obc,tamil nadu,management,none,0,81.29,3,0.281,rejected,no,2553,High (75-90%)
2554.0,17,female,st,himachal pradesh,agriculture,none,0,73.44,0,0.17,rejected,no,2554,Average (60-75%)
2555.0,20,female,st,assam,pharmacy,cet,179,81.75,3,0.405,rejected,no,2555,High (75-90%)
2556.0,17,other,obc,tripura,commerce,none,0,62.46,2,0.126,rejected,no,2556,Average (60-75%)
2557.0,20,male,sc,manipur,engineering,jee,65,76.71,2,0.274,admitted,no,2557,High (75-90%)
2558.0,20,male,st,uttar pradesh,pharmacy,cet,65,51.36,2,0.09,rejected,no,2558,Below Average (<60%)
2559.0,17,male,ews,chhattisgarh,commerce,none,0,52.32,8,0.162,rejected,no,2559,Below Average (<60%)
2560.0,19,female,general,tripura,computer applications,none,0,65.19,2,0.146,rejected,no,2560,Average (60-75%)
2561.0,19,male,sc,himachal pradesh,architecture,cet,13,50.62,8,0.158,rejected,no,2561,Below Average (<60%)
2562.0,18,female,ews,rajasthan,pharmacy,cet,107,70.15,2,0.254,rejected,no,2562,Average (60-75%)
2563.0,19,male,sc,assam,management,cet,124,65.78,7,0.325,rejected,no,2563,Average (60-75%)
2564.0,18,other,general,punjab,pharmacy,none,0,74.93,9,0.344,admitted,yes,2564,Average (60-75%)
2565.0,18,female,general,madhya pradesh,architecture,cet,127,54.7,3,0.174,rejected,no,2565,Below Average (<60%)
2566.0,18,other,ews,tripura,computer applications,none,0,72.54,4,0.236,rejected,no,2566,Average (60-75%)
2567.0,20,female,sc,bihar,engineering,cet,14,58.41,2,0.106,rejected,no,2567,Below Average (<60%)
2568.0,19,male,st,goa,medical,neet,560,71.82,8,0.68,admitted,yes,2568,Average (60-75%)
2569.0,18,male,ews,mizoram,law,none,0,59.97,0,0.072,rejected,no,2569,Below Average (<60%)
2570.0,20,other,general,sikkim,management,none,0,83.11,0,0.24,rejected,no,2570,High (75-90%)
2571.0,20,female,sc,telangana,law,none,0,59.76,3,0.125,rejected,no,2571,Below Average (<60%)
2572.0,20,other,general,assam,agriculture,none,0,51.7,1,0.04199,admitted,no,2572,Below Average (<60%)
2573.0,19,other,ews,andhra pradesh,nursing,cet,47,99.03,8,0.532,admitted,yes,2573,Elite (90%+)
2574.0,18,female,sc,jharkhand,medical,neet,614,84.75,1,0.683,rejected,no,2574,High (75-90%)
2575.0,20,female,ews,assam,architecture,cet,58,88.77,10,0.502,rejected,no,2575,High (75-90%)
2576.0,18,male,obc,karnataka,engineering,cet,147,52.54,3,0.171,rejected,no,2576,Below Average (<60%)
2577.0,18,male,general,madhya pradesh,computer applications,none,0,82.95,2,0.275,rejected,no,2577,High (75-90%)
2578.0,18,male,ews,uttar pradesh,medical,neet,107,76.55,0,0.264,rejected,no,2578,High (75-90%)
2579.0,20,male,st,andhra pradesh,medical,neet,215,95.99,1,0.496,rejected,no,2579,Elite (90%+)
2580.0,19,female,general,himachal pradesh,management,cet,67,84.81,0,0.297,rejected,no,2580,High (75-90%)
2581.0,18,other,st,himachal pradesh,arts,none,0,60.29,0,0.074,rejected,no,2581,Average (60-75%)
2582.0,18,female,sc,manipur,arts,cet,100,58.05,7,0.252,rejected,no,2582,Below Average (<60%)
2583.0,18,female,general,himachal pradesh,law,cet,104,61.34,9,0.315,rejected,no,2583,Average (60-75%)
2584.0,19,other,obc,mizoram,law,none,0,80.39,10,0.402,rejected,no,2584,High (75-90%)
2585.0,18,other,st,tamil nadu,management,cet,106,72.23,9,0.396,rejected,no,2585,Average (60-75%)
2586.0,19,male,general,nagaland,management,none,0,97.86,6,0.456,admitted,yes,2586,Elite (90%+)
2587.0,18,male,obc,nagaland,nursing,cet,142,87.59,10,0.55,rejected,no,2587,High (75-90%)
2588.0,18,female,obc,bihar,pharmacy,cet,195,55.97,6,0.283,rejected,no,2588,Below Average (<60%)
2589.0,20,male,st,telangana,agriculture,none,0,97.53,1,0.363,admitted,yes,2589,Elite (90%+)
2590.0,18,male,ews,manipur,architecture,none,0,87.87,0,0.275,rejected,no,2590,High (75-90%)
2591.0,17,female,st,chhattisgarh,engineering,cet,3,51.39,6,0.121,rejected,no,2591,Below Average (<60%)
2592.0,18,female,st,mizoram,agriculture,cet,107,95.13,7,0.526,rejected,no,2592,Elite (90%+)
2593.0,19,male,general,madhya pradesh,law,none,0,82.82,10,0.419,admitted,yes,2593,High (75-90%)
2594.0,17,male,ews,telangana,law,none,0,68.41,7,0.26,rejected,no,2594,Average (60-75%)
2595.0,18,other,general,mizoram,agriculture,none,0,52.79,4,0.092,rejected,no,2595,Below Average (<60%)
2596.0,17,female,sc,tripura,agriculture,none,0,90.18,4,0.364,rejected,no,2596,Elite (90%+)
2597.0,19,female,ews,uttar pradesh,nursing,none,0,60.66,2,0.113,rejected,no,2597,Average (60-75%)
2598.0,19,male,obc,gujarat,pharmacy,none,0,73.57,8,0.316,admitted,yes,2598,Average (60-75%)
2599.0,20,male,obc,haryana,law,none,0,97.77,5,0.437,rejected,no,2599,Elite (90%+)
2600.0,18,female,general,goa,arts,none,0,88.0,5,0.366,rejected,no,2600,High (75-90%)
2601.0,20,male,obc,goa,arts,none,0,77.8,6,0.31,rejected,no,2601,High (75-90%)
2602.0,17,male,sc,nagaland,commerce,none,0,68.87,0,0.137,rejected,no,2602,Average (60-75%)
2603.0,20,other,sc,tripura,commerce,none,0,83.01,9,0.403,admitted,yes,2603,High (75-90%)
2604.0,19,other,general,madhya pradesh,management,none,0,80.04,0,0.218,rejected,no,2604,High (75-90%)
2605.0,20,female,obc,sikkim,commerce,cet,195,62.25,7,0.347,rejected,no,2605,Average (60-75%)
2606.0,20,male,general,punjab,architecture,cet,8,90.08,0,0.296,rejected,no,2606,Elite (90%+)
2607.0,19,male,obc,gujarat,science,cet,166,55.97,8,0.3,rejected,no,2607,Below Average (<60%)
2608.0,18,female,st,tamil nadu,computer applications,none,0,60.58,1,0.095,rejected,no,2608,Average (60-75%)
2609.0,19,other,general,madhya pradesh,law,cet,149,57.19,9,0.315,rejected,no,2609,Below Average (<60%)
2610.0,20,female,general,andhra pradesh,pharmacy,cet,167,80.41,8,0.478,admitted,yes,2610,High (75-90%)
2611.0,20,female,sc,odisha,nursing,none,0,51.81,1,0.04199,rejected,no,2611,Below Average (<60%)
2612.0,20,male,sc,tamil nadu,agriculture,cet,78,97.85,10,0.581,rejected,no,2612,Elite (90%+)
2613.0,17,male,ews,gujarat,commerce,none,0,81.22,3,0.281,rejected,no,2613,High (75-90%)
2614.0,19,male,sc,gujarat,commerce,cet,121,95.02,0,0.408,admitted,yes,2614,Elite (90%+)
2615.0,17,female,ews,punjab,pharmacy,cet,103,56.14,3,0.168,admitted,no,2615,Below Average (<60%)
2616.0,19,male,st,uttar pradesh,management,none,0,60.51,7,0.203,rejected,no,2616,Average (60-75%)
2617.0,20,male,sc,gujarat,nursing,none,0,87.69,5,0.364,rejected,no,2617,High (75-90%)
2618.0,17,female,obc,kerala,arts,cet,81,92.21,6,0.469,rejected,no,2618,Elite (90%+)
2619.0,19,female,general,nagaland,pharmacy,none,0,63.45,9,0.261,rejected,no,2619,Average (60-75%)
2620.0,20,other,st,tamil nadu,medical,neet,532,86.15,1,0.638,admitted,yes,2620,High (75-90%)
2621.0,20,female,ews,andhra pradesh,management,cet,114,92.23,9,0.546,rejected,no,2621,Elite (90%+)
2622.0,18,male,obc,goa,pharmacy,none,0,65.06,4,0.182,rejected,no,2622,Average (60-75%)
2623.0,17,other,obc,telangana,architecture,none,0,67.48,7,0.254,admitted,no,2623,Average (60-75%)
2624.0,20,other,general,maharashtra,science,cet,192,70.42,6,0.386,admitted,no,2624,Average (60-75%)
2625.0,20,other,sc,punjab,law,none,0,88.02,0,0.276,rejected,no,2625,High (75-90%)
2626.0,19,other,obc,arunachal pradesh,engineering,jee,241,67.78,1,0.309,rejected,no,2626,Average (60-75%)
2627.0,20,female,general,assam,arts,none,0,55.33,1,0.056,rejected,no,2627,Below Average (<60%)
2628.0,17,other,general,punjab,arts,none,0,78.0,2,0.239,rejected,no,2628,High (75-90%)
2629.0,19,other,obc,jharkhand,law,none,0,52.71,4,0.092,rejected,no,2629,Below Average (<60%)
2630.0,17,female,sc,tripura,nursing,none,0,77.91,3,0.257,admitted,no,2630,High (75-90%)
2631.0,20,other,sc,kerala,architecture,cet,160,64.93,1,0.234,rejected,no,2631,Average (60-75%)
2632.0,19,other,st,sikkim,agriculture,none,0,84.44,0,0.25,rejected,no,2632,High (75-90%)
2633.0,20,other,sc,manipur,science,none,0,59.17,2,0.102,rejected,no,2633,Below Average (<60%)
2634.0,19,female,st,nagaland,nursing,none,0,87.38,7,0.398,rejected,no,2634,High (75-90%)
2635.0,17,female,obc,mizoram,architecture,cet,119,96.42,2,0.453,admitted,yes,2635,Elite (90%+)
2636.0,17,other,obc,bihar,engineering,jee,76,87.16,3,0.375,admitted,yes,2636,High (75-90%)
2637.0,18,other,sc,rajasthan,agriculture,cet,128,65.03,4,0.267,admitted,no,2637,Average (60-75%)
2638.0,19,male,general,uttar pradesh,medical,neet,155,77.19,0,0.301,rejected,no,2638,High (75-90%)
2639.0,17,male,st,karnataka,computer applications,none,0,91.94,1,0.322,admitted,yes,2639,Elite (90%+)
2640.0,20,other,general,himachal pradesh,science,none,0,89.41,1,0.304,rejected,no,2640,High (75-90%)
2641.0,17,male,ews,meghalaya,management,none,0,52.77,9,0.183,admitted,yes,2641,Below Average (<60%)
2642.0,18,other,ews,mizoram,management,none,0,53.08,2,0.058,rejected,no,2642,Below Average (<60%)
2643.0,17,male,sc,jharkhand,medical,neet,135,55.54,5,0.221,rejected,no,2643,Below Average (<60%)
2644.0,18,other,obc,haryana,nursing,cet,195,72.95,4,0.37,rejected,no,2644,Average (60-75%)
2645.0,18,other,obc,uttar pradesh,agriculture,cet,56,59.02,5,0.194,rejected,no,2645,Below Average (<60%)
2646.0,17,male,sc,sikkim,arts,none,0,85.04,6,0.363,rejected,no,2646,High (75-90%)
2647.0,19,male,sc,manipur,science,none,0,94.88,3,0.38,rejected,no,2647,Elite (90%+)
2648.0,20,other,general,jharkhand,architecture,cet,42,51.11,9,0.199,rejected,no,2648,Below Average (<60%)
2649.0,20,male,general,jharkhand,computer applications,cet,106,87.18,1,0.359,rejected,no,2649,High (75-90%)
2650.0,18,male,st,karnataka,medical,neet,99,51.88,10,0.261,admitted,yes,2650,Below Average (<60%)
2651.0,20,other,general,meghalaya,medical,neet,630,53.88,5,0.543,admitted,no,2651,Below Average (<60%)
2652.0,20,other,sc,andhra pradesh,architecture,none,0,71.65,7,0.284,admitted,no,2652,Average (60-75%)
2653.0,20,male,ews,nagaland,commerce,none,0,99.53,3,0.417,admitted,yes,2653,Elite (90%+)
2654.0,18,female,general,manipur,agriculture,cet,178,64.84,6,0.336,rejected,no,2654,Average (60-75%)
2655.0,20,female,ews,bihar,pharmacy,cet,118,75.6,3,0.319,rejected,no,2655,High (75-90%)
2656.0,19,female,sc,gujarat,architecture,cet,89,98.87,0,0.414,admitted,yes,2656,Elite (90%+)
2657.0,17,female,sc,haryana,arts,none,0,81.47,4,0.301,rejected,no,2657,High (75-90%)
2658.0,18,female,st,telangana,architecture,cet,91,68.2,0,0.193,rejected,no,2658,Average (60-75%)
2659.0,19,male,st,tripura,commerce,none,0,66.37,7,0.245,admitted,no,2659,Average (60-75%)
2660.0,17,male,sc,rajasthan,law,none,0,64.09,1,0.12,rejected,no,2660,Average (60-75%)
2661.0,18,other,general,nagaland,engineering,jee,14,54.12,7,0.166,rejected,no,2661,Below Average (<60%)
2662.0,20,male,ews,tripura,law,none,0,55.19,0,0.04199,rejected,no,2662,Below Average (<60%)
2663.0,17,other,general,punjab,computer applications,none,0,86.53,2,0.301,rejected,no,2663,High (75-90%)
2664.0,18,male,ews,karnataka,arts,cet,78,77.81,5,0.345,rejected,no,2664,High (75-90%)
2665.0,17,other,sc,jharkhand,engineering,jee,177,56.46,6,0.275,admitted,no,2665,Below Average (<60%)
2666.0,19,female,sc,nagaland,computer applications,none,0,70.14,5,0.237,rejected,no,2666,Average (60-75%)
2667.0,17,other,st,karnataka,commerce,none,0,61.7,7,0.212,rejected,no,2667,Average (60-75%)
2668.0,20,other,ews,kerala,architecture,cet,124,70.98,10,0.417,rejected,no,2668,Average (60-75%)
2669.0,17,female,general,uttar pradesh,management,none,0,81.19,4,0.299,rejected,no,2669,High (75-90%)
2670.0,20,other,ews,telangana,commerce,cet,73,56.17,10,0.275,rejected,no,2670,Below Average (<60%)
2671.0,20,female,st,meghalaya,commerce,none,0,85.96,5,0.351,admitted,yes,2671,High (75-90%)
2672.0,20,other,obc,himachal pradesh,pharmacy,cet,141,51.95,1,0.127,rejected,no,2672,Below Average (<60%)
2673.0,20,other,sc,kerala,law,cet,87,50.53,4,0.135,rejected,no,2673,Below Average (<60%)
2674.0,17,other,st,himachal pradesh,medical,neet,358,92.35,10,0.73,rejected,no,2674,Elite (90%+)
2675.0,20,other,general,karnataka,engineering,jee,179,85.63,4,0.451,admitted,yes,2675,High (75-90%)
2676.0,19,female,sc,jharkhand,engineering,jee,285,54.19,9,0.385,rejected,no,2676,Below Average (<60%)
2677.0,20,male,st,kerala,commerce,cet,198,53.05,3,0.209,rejected,no,2677,Below Average (<60%)
2678.0,20,female,sc,madhya pradesh,medical,neet,426,91.4,7,0.714,admitted,yes,2678,Elite (90%+)
2679.0,19,male,sc,mizoram,computer applications,none,0,54.5,5,0.123,admitted,no,2679,Below Average (<60%)
2680.0,18,female,sc,telangana,agriculture,none,0,87.21,5,0.361,admitted,yes,2680,High (75-90%)
2681.0,17,other,sc,maharashtra,computer applications,cet,22,81.21,6,0.35,rejected,no,2681,High (75-90%)
2682.0,17,male,ews,goa,commerce,none,0,92.05,10,0.486,rejected,no,2682,Elite (90%+)
2683.0,18,other,ews,chhattisgarh,arts,none,0,72.66,8,0.309,rejected,no,2683,Average (60-75%)
2684.0,20,female,ews,mizoram,nursing,none,0,78.9,2,0.246,rejected,no,2684,High (75-90%)
2685.0,19,male,general,uttar pradesh,medical,neet,203,56.88,7,0.313,rejected,no,2685,Below Average (<60%)
2686.0,18,other,obc,haryana,arts,cet,47,94.23,0,0.352,rejected,no,2686,Elite (90%+)
2687.0,17,male,ews,assam,law,none,0,68.03,8,0.276,rejected,no,2687,Average (60-75%)
2688.0,19,female,st,assam,arts,cet,178,61.33,8,0.347,rejected,no,2688,Average (60-75%)
2689.0,19,female,obc,haryana,nursing,cet,167,51.49,2,0.159,rejected,no,2689,Below Average (<60%)
2690.0,20,other,st,tripura,computer applications,none,0,72.65,5,0.255,rejected,no,2690,Average (60-75%)
2691.0,19,female,sc,rajasthan,nursing,cet,57,50.44,3,0.093,rejected,no,2691,Below Average (<60%)
2692.0,19,male,ews,rajasthan,science,none,0,80.88,5,0.315,rejected,no,2692,High (75-90%)
2693.0,20,female,sc,himachal pradesh,engineering,jee,40,86.92,5,0.385,admitted,yes,2693,High (75-90%)
2694.0,18,other,sc,tripura,agriculture,none,0,55.6,4,0.113,rejected,no,2694,Below Average (<60%)
2695.0,20,other,st,karnataka,medical,neet,291,73.3,0,0.365,admitted,no,2695,Average (60-75%)
2696.0,18,male,general,karnataka,architecture,cet,194,73.01,10,0.479,rejected,no,2696,Average (60-75%)
2697.0,17,female,st,tripura,agriculture,cet,3,56.82,3,0.106,rejected,no,2697,Below Average (<60%)
2698.0,18,other,obc,punjab,engineering,jee,98,75.48,4,0.323,rejected,no,2698,High (75-90%)
2699.0,17,male,general,haryana,architecture,cet,27,82.92,2,0.293,admitted,no,2699,High (75-90%)
2700.0,17,male,general,mizoram,nursing,cet,126,85.17,2,0.376,rejected,no,2700,High (75-90%)
2701.0,20,other,general,jharkhand,nursing,none,0,56.42,7,0.173,rejected,no,2701,Below Average (<60%)
2702.0,20,female,general,mizoram,commerce,none,0,86.43,4,0.337,rejected,no,2702,High (75-90%)
